"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ecuador","ECU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84852688573.0856","88494007973.6831","90365046231.1193","92148145660.2243","96072044504.2498","98236114165.1149","99937315630.4906","104262467500.072","107668231658.034","102565418785.567","103685229632.358","107848844714.928","112267171012.053","115324068368.38","124793351744.836","131396552682.369","137182634612.881","140187022069.715","149098894146.809","149943526846.065","155229484002.131","167443158551.426","176890238040.202","185640133594.918","192673794231.404","192864295837.36","190499039001.124","195010792573.628","197525050990.573","197548961601.146","182238673346.859","",
"Egypt, Arab Rep.","EGY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341672983666.773","345518187124.258","360972729108.088","371443792801.221","386201894261.097","404131157971.839","424292172591.888","447595803845.168","472551496524.812","501157112083.21","533080839338.435","551926590209.204","565118761799.138","583165573678.672","607029126570.398","634173917960.629","677575754793.361","725601154982.985","777527231173.721","813865742297.954","855757323488.8","870857777172.805","890244811237.087","909700809390.511","936226883353.395","977158901320.088","1019632514733.42","1062265603571.56","1118715683484.7","1180890364777.32","1223044247662.57","",
"Euro area","EMU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10172638053723.1","10448588190988.4","10595558951149.3","10522533345168.6","10779668739949.4","11042460680870.1","11232233157346.3","11539411077606.8","11890644444105.6","12239767518407.5","12713799677340.8","12998886609671.8","13127973953960.9","13228402060157.3","13534907668375.1","13768030220609.1","14218675812189.7","14650217301452.5","14711608465750.1","14039206551897.3","14333317036757.1","14561214387957.8","14424712174509.7","14385779923571.3","14586013280271.7","14886867458540.7","15166389637348.2","15562750797530","15849401570856.8","16099115975952.6","15049527613134.1","",
"Eritrea","ERI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1070558378398.64","1097814800580.42","1108015866402.98","1096586772895.41","1122720578385.82","1153679530908.98","1184373456934.88","1228225835056.49","1282182254748.16","1339758537546.96","1410042199157.1","1465498437519.32","1505521525651.77","1550414594279.47","1598830867453.38","1657220693140.08","1725211935879.96","1787400443011.53","1803257279933.43","1735396526250.81","1738225400134.26","1724069753884.88","1673046921517.68","1649032102052.6","1671853188290.09","1735971644688.39","1788594176239.12","1841780549395.31","1883934958796.44","1923218608937.71","1715070841861.54","",
"Estonia","EST","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18289381481.6626","19193428258.6643","21698173476.3342","22639836344.121","22543611344.2087","24817728446.3435","26307704018.7761","28089095451.9376","30223941194.377","32280380501.7942","35355547376.459","38808222831.4188","41749552573.3083","39606965135.4168","33812840409.0844","34639315872.6079","37155198682.8146","38354642990.0875","38914018086.7518","40085861824.8865","40828660880.2311","42117035737.1515","44556473262.6919","46398357575.8575","48298993283.3426","46873656514.2199","",
"Ethiopia","ETH","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36730641303.2171","34108999236.3378","31150903048.923","35245014518.8282","36369317998.9629","38597852110.458","43394088288.0723","44754018593.8074","43206362362.9037","45436737792.0504","48196209693.7879","52197124695.351","52987767961.0667","51842511686.7387","58878890054.1649","65837648261.6517","72970977757.3938","81330654830.8309","90105030164.1105","98036573378.2232","110340691113.094","122674900424.815","133283594734.983","147388024659.877","162506340914.728","179394752299.826","196317925147.112","215094143811.298","229755278555.775","248972206952.337","264051501935.811","",
"European Union","EUU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11993493724085.9","12162298185810.3","12282758946086.8","12220666164857","12546973303670.2","12897680472421","13158223535042.7","13495931940852.5","13896851400748.5","14293444682075.8","14851392067685.6","15187502637900.9","15378976248357.6","15546939055857.3","15977503508166.1","16309889282004.7","16907083562297.6","17470550404316.8","17623482839208.5","16870191787377","17222553190547.5","17533268976310.1","17408615393686.2","17407983743547.1","17693947870922.7","18116125136536.5","18494839912681.9","19041728932800.8","19465789377165.3","19850329715142.4","18666106828944.9","",
"Fragile and conflict affected situations","FCS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1287707334660.59","1188604293358.56","1200874787299.11","1211356313526.59","1212499824623.17","1235837624763.38","1308954151242.63","1380275158235.31","1475132921151.19","1537768341888.79","1626219267042.67","1698824105829.32","1780841778251.88","1781634528403.38","1987968970649.09","2126061754702.04","2275843596124.77","2435167979391.87","2586829595757.43","2733076155924.65","2932248234284.36","2951100525458.96","3159053575523.77","3321712690221.75","3457217930187.24","3568018397348.71","3678656337303.83","3771613492971.66","3884851966965.44","4007264246831.33","3830733009786.11","",
"Finland","FIN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164249961948.473","154581670334.278","149488729772.794","148499117326","154384215194.363","160894392943.522","166794679668.802","177359113841.075","187037920817.751","195229388190.213","206500688395.91","211890395854.072","215507680547.431","219825989406.17","228601643583.116","234956427642.283","244419085501.301","257371675330.3","259389456552.985","238445191238.656","246041956444.155","252310280856.259","248784129304.398","246540851975.183","245641204296.279","246976655331.328","253920299689.414","262026475788.422","265018680600.984","268253907124.212","260742433192.168","",
"Fiji","FJI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6157497941.981","5991245267.92219","6356711343.69085","6492111356.24518","6823209009.99848","6993789135.52511","7329491044.11827","7168242287.41929","7261429469.52309","7900435169.84199","7766127897.09321","7921450466.43203","8174936811.15263","8256686125.69847","8694290465.97102","8755150534.22146","8917338285.83678","8841482563.36694","8932796884.26666","8808984951.10421","9069261600.1234","9314598098.08186","9446056360.64507","9893253401.86605","10447623329.0931","10917891686.8845","11184905324.1232","11783674123.9893","12232909138.8125","12178403816.53","10264956880.912","",
"France","FRA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1964407999761.79","1984998449952.7","2016745377298.02","2004066777707.34","2051329529863.81","2094544791698.16","2124140577072.54","2173766799653.82","2251775886794.82","2328817556993.87","2420192654831.56","2468202534897.63","2496229751724.52","2516777735437.39","2587996327114.77","2631040399116.79","2695483092567.33","2760841448046.81","2767880101784.03","2688350220063.27","2740757930694.59","2800854547180.79","2809624996095.14","2825817614408.69","2852837603528.6","2884587185274.82","2916186811083.79","2983008898740.32","3038643985600.27","3094645337796.63","2851553023074.46","",
"Faroe Islands","FRO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288479091.769885","309905418.284548","322326477.133628","348565963.952309","346702805.124947","371022151.508797","359214848.230097","337443061.016194","347061928.988922","351832081.376675","368839305.679307","376834275.470753","378895550.186758","384852224.22107","372998186.70845","380614314.204999","380305806.155835","373322686.870882","364331237.633269","368313739.626755","376635383.265932","388644684.014165","381389388.277182","367355144.410077","358884758.591183","375471995.84148","378851921.21755","389013434.198747","389836795.137205","394416594.798097","387453504.470538","",
"Gabon","GAB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17260994662.4262","18316073562.3695","17750080211.6484","18450596891.1479","19135622320.4339","20087399043.2221","20815577105.4381","22010051395.1041","22775524355.0805","20741072673.195","20350525244.2551","20785056460.8177","20733294776.1298","21199240332.0075","21345418222.1641","21916665016.0918","21301556639.4609","22581377173.34","21834287970.0189","21862744842.0343","23412788815.2024","25073166048.5972","26389777283.4625","27877817392.1412","29080735299.5598","30208747765.1789","30840546266.5375","30986311650.7557","31245951093.8624","32471045092.2846","31874304912.166","",
"United Kingdom","GBR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1787110375687.49","1767396374006.97","1774485084078.42","1818666763534.25","1888612853987.15","1936426299125.83","1983453242430.37","2080821472647.71","2146450027882.53","2210631275826.27","2291813815825.91","2339315238781.37","2388984112668.27","2461367701666.11","2519348411794.58","2584682170545.18","2651473063388.92","2711647896547.77","2705149755456.56","2590252407818.98","2645462037057.95","2684021323230.37","2723473417715.04","2774947564861.64","2857950820022.01","2932903343315.73","2999288541091.92","3063306948134.75","3113879863562.9","3165942197251","2868465202700.17","",
"Georgia","GEO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53472492794.3576","42189796425.5254","23246578059.7522","16435330229.6694","14726056876.5503","15108933872.9646","16801134770.0551","18568453062.2446","19144985466.0236","19694304310.1334","20056352793.9576","21020151455.65","22170760241.6965","24622563246.7567","26049316774.3073","28547335298.9225","31236428810.0816","35165644643.5772","36016150958.6461","34701376458.6494","36870034735.7159","39598417257.174","42120443741.462","43645753624.9421","45580100614.0709","46957625778.7306","48322420424.5406","50662483514.4009","53116027002.7883","55762453626.5218","51992666508.5875","",
"Ghana","GHA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35522479053.8889","37398714729.3857","38849567604.4126","40733771848.3732","42077986213.2489","43808409301.1618","45824674322.1543","47747641452.5175","49991967191.0622","52191612160.4505","54122701852.9985","56287609996.4384","58820552198.0516","61879220990.641","65344457360.4082","69199782839.8838","73628508465.3029","76829006537.5581","83858706162.0519","87921230323.8383","94866754253.9793","108192804460.669","118246933931.97","126893770557.322","130518161396.717","133286137492.55","137782499689.919","148982694254.14","158219737029.55","168516321194.958","169214726063.179","",
"Gibraltar","GIB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9576958318.6629","9827244750.50708","10148688747.3976","10660603276.9129","11083839792.299","11594546908.1698","12111846324.2724","12739434172.314","13203674599.1577","13706999207.5917","14050093698.9303","14564094805.8958","15316273424.8197","15507512607.8172","15870406595.1011","16346085937.3799","16540541226.0288","17668188195.8538","18398416052.2761","18191867801.1268","19067508410.643","20137597608.8967","21328794681.6801","22170361479.1984","22989898168.0782","23869473663.2433","26452299047.4842","29176885979.9954","31032095919.6889","32784222537.8752","35075367590.8956","",
"Gambia, The","GMB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2164645785.69037","2231902179.27492","2307311208.03703","2376809760.64542","2380478270.48418","2401470476.234","2454868268.26543","2575156791.56203","2665287245.84253","2835865604.25871","2991838218.62775","3165364842.58532","3062490480.46268","3272883564.88624","3503621856.23188","3421226152.31383","3402218470.62299","3505756467.50142","3725073280.35841","3973376395.49199","4208136815.92033","3865996599.26781","4068635488.07832","4185517978.572","4126611731.21192","4294072680.869","4377521956.89627","4588632823.22907","4920615375.75472","5223411935.63437","5212151510.86838","",
"Guinea-Bissau","GNB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1945323523.22207","2044535023.34963","2067024908.01744","2110432431.07925","2177966269.30536","2273796785.32975","2537557212.34344","2702498431.14576","1943096919.8076","1963024105.60544","2069557175.82522","2114857853.88112","2094022749.61917","2105927482.04036","2164080605.4475","2256402425.0323","2308510834.8939","2383836515.13534","2460204322.38494","2543087989.91513","2660349037.09413","2875432396.89844","2826185354.72066","2918203244.22682","2946351087.35449","3127082706.78979","3322925818.84943","3519615667.21345","3564798265.34134","3725214186.97916","3635809046.52082","",
"Equatorial Guinea","GNQ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435949252.888106","431492810.138553","581416367.923601","645565274.431667","753173488.34192","884875390.875859","1474025401.53554","3684664978.78376","4560675003.08295","5731127340.0899","6774982262.86747","11068957581.1428","13223290424.6676","15068633703.4922","20794522665.3594","24277335008.893","26147883668.4034","30143833038.1434","35509166777.5868","35986181402.3316","32774711278.4263","34912908412.1506","37815173745.6252","36252197551.101","36402668206.724","33086370153.8247","30169337714.0742","28459489607.0026","26684599028.365","25089143689.0855","23861442452.0036","",
"Greece","GRC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247404230663.231","255073761817.259","256859277876.027","252749529430.011","257804519567.802","263217692777.435","270751322464.369","282892349992.294","293910739159.633","302941429793.421","314816039816.563","327823016997.583","340683094714.497","360424081485.668","378665118666.908","380933859977.952","402465893883.165","415641608739.291","414248492128.374","396432768627.568","374713694216.342","336682821679.694","312823130975.425","304952509690.634","306403156419.925","305802337733.101","304312550410.314","307636097252.196","312768785993.502","318409868980.403","289692071877.69","",
"Grenada","GRD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","849027655.372501","860791322.49132","853464707.85481","836746908.17528","850917686.013259","869037766.680451","907607702.536706","953128717.931638","1065154730.31057","1138632964.08696","1194288798.382","1170117586.90523","1210338314.04322","1324884410.50664","1316306442.20306","1491061764.47811","1431488952.66234","1519145476.49628","1533540027.42044","1432122710.82299","1424800800.80885","1435700196.72366","1419115795.85237","1452485151.09335","1559156772.05819","1659615483.90903","1721679317.38406","1798099078.35128","1875406647.08667","1889201813.94581","1630235117.26332","",
"Greenland","GRL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50328329215.5498","52169464688.8926","54693600165.1482","56841490009.1263","59134328778.8048","62060619128.4742","63896235639.0566","66684724834.9537","70014645109.9801","72708152048.7023","75332093803.0512","77089271289.1994","80048949726.1641","82098505158.4365","84674687973.9829","87448653551.4229","92128378862.436","97967216348.5439","101193790131.394","101676381400.524","104608906608.961","108964724071.413","112206107054.982","116351919840.696","121522573075.635","126495484346.146","129882783658.342","133882980507.73","138330704321.969","143679754257.155","141496787478.451","",
"Guam","GUM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3599894765.45364","3817971573.1125","4114165446.71759","4450502812.14496","4830238545.12184","5073269416.1494","5476874254.46609","5815381538.02574","5717735205.39978","5886988847.17961","5806701863.53504","5939066890.2006","6006334363.08992","5968360792.34229","6061667286.74211","5943406728.42674","6248280275.54174","6697608871.12916","6805172581.80237","7068976824.16373","7336056919.48077","7727756738.31506","8143790063.68535","8441323821.95855","8583646882.55661","8642661275.4736","8971766802.20281","9306806134.43556","9720122659.60009","10240404610.916","14692887062.1954","",
"High income","HIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32247129545919.7","32819047256147","33563023187032.2","33992043547661.4","35099303983631.2","36127587276958.4","37244520700858.2","38539627122806","39600036980359.7","40911885951583.1","42626753546039","43260463952240.4","43946091829257.2","44990312232300.9","46572518174488.9","47965744827375.6","49548457741526.9","50984620551683.9","51272499278066.8","49622372123601.7","51161692579382.6","52245162087169.4","52945523570142.4","53731037410439.7","54898469407018.5","56279404680572.7","57324019557473.5","58689315001357.1","60075458894216.4","61138605739031.8","58350251569857.4","",
"Hong Kong SAR, China","HKG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164280807059.135","173648040050.862","184474966765.903","195914423867.962","207739955963.637","212671179415.691","221727665284.247","233035023406.821","219326451810.719","224824285528.352","242053609449.12","243411240984.713","247443719594.196","255006228909.048","277191937992.248","297671368590.428","318605439843.004","339202658697.892","346420609841.253","337901641010.65","360769704227.169","378139619204.676","384569222509.75","396496816793.146","407449552060.078","417178641899.181","426229309122.212","442387687745.01","454980022964.46","447337467958.467","420132783958.269","",
"Honduras","HND","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19771799006.996","19115512017.1726","20276528553.1976","21593634710.4162","21639392377.8517","22978720276.5293","23408600728.1","24484947633.3436","25364014311.5304","25177423664.9346","27013182175.2807","27748803335.1589","28790587164.8006","30099706118.4787","31975610994.0599","33910327064.1473","36137300831.6536","38373595236.3599","39997412334.6285","39024824105.0691","40480895061.5572","42033616973.3577","43769053767.6593","44990893058.8619","46366750814.2298","48147271125.4224","50021631004.0765","52444135530.2339","54460609798.3686","55905485859.0894","50893693122.0963","",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661926068132.337","668029583598.519","665386323182.961","672218715849.31","672795974300.614","706958468172.153","743724552144.636","780157274133.916","806744358484.652","832182004123.814","857486215166.437","892441224991.538","922494155707.263","960966610269.468","1015227379181.58","1073001780817.12","1137145096814.51","1201089933456.04","1268927344184.39","1314146562182.25","1394594245009.59","1452971353752.42","1498682153298.27","1583414643537.66","1674774121527","1751127308444.18","1831306534530.81","1921619700529.5","2002197641298.47","2088076853799.18","2092674830107.69","",
"Croatia","HRV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69978302357.459","74159982526.6085","78707491186.871","80443646793.3538","79738599354.9826","82047430903.0677","84535517822.0824","89372702877.7653","94311390828.0683","98224688082.2867","102460530696.031","107520397005.272","112802671404.481","114940782366.516","106571139937.248","105238254197.309","105148545374.236","102755672938.794","102382549239.267","102028359832.849","104605278302.636","108300388869.849","111997864063.431","115245812871.95","119258609386.344","109598946753.862","",
"Haiti","HTI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24924143315.9872","25392852977.995","24044509519.7228","22739783261.7488","20022236064.3612","22003978419.8168","22915113290.4724","23534901550.296","24048395524.5801","24700166687.1238","24915072772.8653","24829676888.3256","25090840429.1686","25964197317.3863","25622026387.9503","26409179461.1985","26876291982.1346","28141232711.0579","28889235768.4646","30590921230.5364","28862071788.688","30333521841.7269","30485924857.9255","31804375293.4092","32352226522.1326","33181255185.0492","33782654843.3156","34630691147.5786","35208265608.277","34615148897.6183","33457835489.8554","",
"Hungary","HUN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170456799368.893","165233695624.946","164281770227.322","169123407905.496","171642544152.362","171783994781.792","177183385975.081","184093539004.379","189747101234.469","198246241645.061","206322974958.553","216105328887.609","224932201480.696","236179819979.327","246324400952.962","256048721073.164","256757926759.678","259342104858.833","242237263427.08","244860980448.342","249415774396.25","246278748723.087","250727439202.579","261317478085.242","270994743556.423","276934840938.076","288755963637.472","304231829371.843","318086738766.933","303213998495.175","",
"IBRD only","IBD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17642472304816.2","17713174587548.9","17789954606068.4","18239319760883.5","18656775724254.4","19327861953403.4","20308083772167.7","21267891405655.6","21670201982580.6","22485765911178.4","23787461341004.3","24622008271954.7","25717903747518.5","27239641032452.3","29289111965251.4","31304800495945.7","33778994902633.3","36632995306308.3","38624783011156.5","39474979265422.9","42396080270377.6","44909838642567.3","47186454361455.2","49564259502945.9","51812395059784.6","54003354084910.1","56528228237799.1","59401249031058.1","62199759284554.9","64536954772454.4","63079967613995.8","",
"IDA & IBRD total","IBT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19454291154444.6","19556228439283.1","19663258121731.2","20127873686585.3","20558423691898.7","21298256361869.6","22374064231992.5","23404679060660","23875629566517.5","24761701138889.2","26153395114068.7","27094858878397.7","28312777362875.6","29963549664177.5","32196580447770.7","34391376282124","37058429660599.9","40115348626584.8","42280142068916.9","43305991403007.7","46456109312457.4","49165811519283.9","51626657375914.2","54256524426469.5","56778469440724.8","59193378886136.5","61927986295741.7","65050679903291.1","68120479519277.2","70699388920141","69245762214089.1","",
"IDA total","IDA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1819886029126.14","1851931328819.07","1882941840638.01","1897395083759.2","1909988470828.2","1979043059899.11","2074939552169.76","2145378220812.19","2215023124943.48","2285518896498.69","2374672886942.47","2482628041298.25","2605450434825.36","2734610103294.48","2918537777783.48","3097977622297.99","3290692721686.26","3493045533165.47","3666298504627.72","3843832928124.2","4072859760988.2","4268792543626.29","4453129367421.59","4706330596415.08","4981643225436.34","5206449968762.37","5416484065230.08","5666655559851.36","5938829248066.55","6181496592034.63","6186257469549.7","",
"IDA blend","IDB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","902123291792.968","922111368863.288","950289997707.548","948854062988.409","960830876792.048","983954959788.92","1029778504689.3","1049537273234.87","1078527761630.39","1103742535127.9","1144102316693.71","1192581789439.95","1265602562461.87","1328500845638.01","1426675474256.18","1511461290558.28","1598818193986.24","1688925851303.86","1750697529886.06","1846215254335.26","1949461697867.99","2037627164697.52","2129725066524.17","2243996092042.95","2370771702786.09","2464987734247.65","2520095808562.2","2601587785634.98","2705667426263.75","2766292216812.66","2732922187740.62","",
"Indonesia","IDN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","822263546711.531","879098261926.202","936217728784.172","997038253342.028","1072214649455.24","1160350772973.99","1251069167151.14","1309867902385.79","1137925138526.78","1146927561091.29","1203357174106.19","1247201088984.9","1303318595058.28","1365622034733.52","1434324757866.34","1515974717436.42","1599367755718.47","1700847995305.04","1803131952430.77","1886596607760.4","2004015629604","2127659069439.35","2255957989050.89","2381327523213.48","2500552696432.02","2622487705196.92","2754479325709.95","2894125530220.37","3043876022674.53","3196622583021.45","3130467088164.9","",
"IDA only","IDX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","917973925381.975","929542806433.783","930842474212.441","947764725173.541","947824799568.405","994834672237.316","1045069389377.59","1097172329732.96","1138346654146.9","1184541417203.12","1233696377218.49","1293635493562.36","1342344198047.01","1408718651360.78","1494053579848.21","1589039530392.64","1695003311193.07","1807993223316.99","1921147079101.05","2002787089648.69","2129281293505.81","2237669009449.69","2329942027403.57","2469653784034.01","2618858396520.02","2750489802262.1","2908141660521.97","3079223417004.53","3249109498271.95","3434463642355.44","3474500554510.94","",
"Isle of Man","IMN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1583371286872.99","1600104852332.85","1687828937099.71","1768013912871.85","1885744616830","2028580188961.13","2181728301661.9","2270084389293.16","2410475847412.53","2623700648732.91","2724476758631.99","2855904598336.36","2964542504459.12","3197566854313.91","3450908049335.18","3724338354435.93","4024547309301.9","4332860435872.94","4466602754869.29","4817762098070.4","5227155513074.6","5501127199128.23","5801290084908.24","6171766642358.14","6629108597811.81","7159188945023.47","7750273455775.05","8276934253114.33","8817665458350.89","9174036185837.28","8508757578047.84","",
"Not classified","INX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92899694857.2843","94692323899.9584","97858147968.6544","100493085398.445","106277293792.574","116516496812.762","125107520870.751","138887949541.634","151050642991.094","166945009791.745","182636869102.006","192324813317.523","203664729968.297","209794191749.105","224030558778.386","236881425343.579","248679309508.997","261872911567.116","250123723313.347","237366235038.576","241532204120.764","244113040099.726","243985235241.672","247076563943.675","268606069081.182","336230991638.222","343097610315.363","373770580497.352","407522666061.342","427560583989.743","452645458739.041","",
"Iran, Islamic Rep.","IRN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","486487487544.428","546796667262.587","562448080076.186","568231989336.028","559856080076.837","572643622997.792","602404606020.258","605406541932.088","618569308064.897","624349939185.476","660617795640.259","666257479582.58","714808675240.978","777082654673.475","811149523617.299","837023604275.651","878873070782.479","950551967995.288","952936489901.362","962536233523.702","1018343490474.87","1045285986669.78","967469075268.072","965591474452.695","1010041694690.22","996702628342.058","1130223330592.33","1172665437001.49","1102000948422.41","1027238739231.39","1062044275643.23","",
"Iraq","IRQ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131545608736.105","47294451990.0159","62708759666.7392","81703136045.814","84852409936.6046","86651299268.4474","96200953218.779","116632050218.739","157286594920.793","184941142437.504","216236264275.536","220045223016.119","202004881798.637","127953623818.28","196257563934.086","199538773778.898","210805327175.454","214780213696.352","232452559717.129","240307826962.624","255693691410.824","274989542194.448","313313267727.502","337214593387.241","337878962485.983","353836526432.467","402621288208.154","395294585902.049","405706056270.421","429875294742.99","362500540931.219","",
